	identity_updated	genetic_background	Genotypes	n_genes_by_counts	log1p_n_genes_by_counts	total_counts	log1p_total_counts	umap1	umap2
SC25027_7_55	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	750	6.621405651764134	4218.572	8.347489	-1.0126867	9.430536
SC25027_7_56	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1145	7.044032897274685	6189.3438	8.730746	-0.1579572	3.6602554
SC25027_7_57	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	522	6.259581464064923	3086.5288	8.035127	9.837634	-1.7605422
SC25027_7_58	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1158	7.055312843339752	6158.92	8.725819	7.9617453	8.281315
SC25027_7_59	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	364	5.8998973535824915	2161.2124	7.6788874	1.4684869	6.456008
SC25027_7_5	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	452	6.115892125483034	2630.7852	7.8754177	9.729922	-4.8005686
SC25027_7_60	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	838	6.732210706467206	4909.1914	8.499068	-0.9895037	9.4247875
SC25027_7_61	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	200	5.303304908059076	1173.4541	7.0685587	3.1096659	6.4827285
SC25027_7_62	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1546	7.344072850573066	8203.699	9.012463	9.29144	9.051063
SC25027_7_63	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	526	6.267200548541362	3158.4927	8.0581665	7.90463	-7.3790727
SC25027_7_64	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	865	6.763884908562435	4910.4424	8.499323	0.23094048	3.962469
SC25027_7_65	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	652	6.481577129276431	3665.9438	8.207114	8.746258	0.19536145
SC25027_7_66	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	810	6.698268054115413	4298.4404	8.3662405	9.722729	-0.83918494
SC25027_7_67	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	409	6.016157159698354	2422.334	7.7928996	1.6129081	5.3064437
SC25027_7_68	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	594	6.38856140554563	3266.4756	8.091773	9.804428	-0.9772791
SC25027_7_69	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	865	6.763884908562435	4660.7217	8.44714	0.4499995	4.2099285
SC25027_7_6	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1030	6.93828448401696	5428.175	8.599543	7.7597423	8.309789
SC25027_7_70	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1036	6.9440872082295275	5872.4126	8.678191	-1.1769537	9.767961
SC25027_7_71	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	593	6.386879319362645	3479.975	8.155067	8.666131	0.12027845
SC25027_7_72	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	745	6.61472560020376	4424.1724	8.395064	-1.0315645	9.491429
SC25027_7_73	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	564	6.336825731146441	3328.4192	8.110553	8.468971	-7.0190473
SC25027_7_74	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1434	7.268920128193722	7597.673	8.935729	8.925134	8.740839
SC25027_7_75	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	579	6.363028103540465	3313.5588	8.10608	1.4414008	-7.7660637
SC25027_7_76	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	561	6.331501849893691	3167.8167	8.061113	9.010946	-6.160119
SC25027_7_77	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	503	6.222576268071369	2919.4243	7.979484	4.103504	-5.73537
SC25027_7_78	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	650	6.478509642208569	3680.455	8.211063	7.08101	8.220409
SC25027_7_80	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	398	5.988961416889864	2242.7952	7.715924	3.186947	-4.5598726
SC25027_7_81	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	583	6.369900982828227	3396.122	8.130684	9.95242	-0.91424775
SC25027_7_82	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	470	6.154858094016418	2550.87	7.8445816	8.630368	-0.5265293
SC25027_7_83	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1121	7.022868086082641	6167.1836	8.7271595	0.47249064	3.1285284
SC25027_7_84	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1443	7.275172319452771	7762.2812	8.95716	-3.0923722	11.248904
SC25027_7_85	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	414	6.028278520230698	2246.558	7.7175994	5.1459265	7.4810743
SC25027_7_86	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	797	6.682108597449809	4508.552	8.413953	7.216089	8.282027
SC25027_7_87	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	642	6.466144724237619	3459.1506	8.149068	8.064276	0.6448497
SC25027_7_88	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	995	6.903747257584598	5149.632	8.546875	9.81225	-0.1924056
SC25027_7_89	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1510	7.32052696227274	7811.0205	8.963419	8.610945	8.808022
SC25027_7_8	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1193	7.085064293952548	6245.0537	8.739705	8.020812	8.286047
SC25027_7_90	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1422	7.260522598089852	7382.002	8.906936	8.420699	8.575026
SC25027_7_91	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1259	7.138866999945524	6643.1167	8.801487	8.302834	8.438185
SC25027_7_92	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	506	6.2285110035911835	2773.168	7.9281063	8.291216	-0.01690358
SC25027_7_93	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	802	6.688354713946762	4055.4143	8.308055	5.7716427	1.5958967
SC25027_7_94	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	569	6.345636360828596	3380.6128	8.126108	-0.8236645	9.126889
SC25027_7_95	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	504	6.22455842927536	3049.5994	8.023093	7.2156973	0.6989619
SC25027_7_96	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	781	6.661854740545311	4731.0884	8.462122	-0.99922544	9.563784
SC25027_7_97	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	863	6.761572768804055	5052.6973	8.527875	2.6297867	2.9798632
SC25027_7_98	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1430	7.266128779556451	7428.323	8.91319	8.448378	8.650344
SC25027_7_99	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1638	7.40184157874383	8358.755	9.031184	8.741672	8.963942
SC25027_7_9	GCSKO-10_820	PBANKA_820	md5 PBANKA_0413400	1122	7.023758954738443	5983.3267	8.696899	7.976167	8.280668
SC25027_8_100	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2349	7.762170607138205	8538.056	9.052405	-1.6719351	4.8524
SC25027_8_101	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1686	7.430707082545968	8402.816	9.036441	2.3722184	1.280423
SC25027_8_102	GCSKO-3	PBANKA	gd1  PBANKA_0828000	724	6.586171654854675	3816.8347	8.247438	9.832712	-0.39773217
SC25027_8_103	WT	PBANKA	wild type	827	6.71901315438526	5061.8467	8.529684	2.168996	-8.961194
SC25027_8_104	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1770	7.479299637782834	9261.602	9.13374	1.8131987	1.355736
SC25027_8_105	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1882	7.5406215286571525	10126.84	9.223043	0.604923	1.4231081
SC25027_8_106	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2168	7.682021510826875	11701.952	9.367597	-2.5971189	4.5800962
SC25027_8_107	WT	PBANKA	wild type	1187	7.080026499922591	6973.212	8.849975	-1.3383329	11.579443
SC25027_8_108	WT	PBANKA	wild type	667	6.504288173536645	4158.174	8.333072	1.8559655	-7.974725
SC25027_8_109	GCSKO-3	PBANKA	gd1  PBANKA_0828000	483	6.182084906716632	3070.3242	8.029864	3.585003	-6.4878774
SC25027_8_10	GCSKO-3	PBANKA	gd1  PBANKA_0828000	872	6.771935555839602	4741.4707	8.4643135	8.310006	2.090382
SC25027_8_110	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2028	7.615298339825815	10863.836	9.293286	-2.8092368	4.3555264
SC25027_8_111	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1813	7.503289630675082	9723.08	9.182361	-0.6782272	2.3083768
SC25027_8_112	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1646	7.4067107301776405	8997.709	9.104836	-1.8856295	4.8778057
SC25027_8_113	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1971	7.586803535162581	10243.492	9.234495	-0.7847066	1.9377697
SC25027_8_114	GCSKO-3	PBANKA	gd1  PBANKA_0828000	788	6.670766320845874	4080.341	8.314181	11.371416	-3.8404706
SC25027_8_115	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1477	7.298445101508147	7798.204	8.961777	-1.8170621	5.129174
SC25027_8_116	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2006	7.604396348796338	10009.306	9.21137	-0.7515839	2.1631002
SC25027_8_117	GCSKO-3	PBANKA	gd1  PBANKA_0828000	633	6.452048954437226	3152.4614	8.056256	3.59697	-6.2819796
SC25027_8_118	WT	PBANKA	wild type	1474	7.29641326877392	7661.113	8.944043	-0.58669555	2.8252897
SC25027_8_119	WT	PBANKA	wild type	609	6.413458957167357	3440.398	8.143633	-1.1752675	8.766716
SC25027_8_11	WT	PBANKA	wild type	1777	7.48324441607385	9746.98	9.184815	0.40085667	1.5409538
SC25027_8_120	WT	PBANKA	wild type	1140	7.039660349862076	6391.4893	8.762879	-1.8448632	12.404843
SC25027_8_121	GCSKO-3	PBANKA	gd1  PBANKA_0828000	873	6.773080375655535	5525.1943	8.617254	3.4754689	2.5111232
SC25027_8_122	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1487	7.305188215393037	8090.3115	8.998546	1.105365	1.9343204
SC25027_8_123	GCSKO-3	PBANKA	gd1  PBANKA_0828000	856	6.75343791859778	4498.008	8.4116125	10.293991	-0.7141138
SC25027_8_124	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1834	7.51479976048867	9129.896	9.119419	-0.14102143	4.0169683
SC25027_8_125	GCSKO-3	PBANKA	gd1  PBANKA_0828000	623	6.436150368369428	3624.4023	8.195721	9.276312	-6.511685
SC25027_8_126	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1560	7.353081920515432	9044.105	9.109979	-2.094174	4.741257
SC25027_8_128	GCSKO-3	PBANKA	gd1  PBANKA_0828000	599	6.396929655216146	3806.5984	8.244754	3.2368991	-7.921615
SC25027_8_129	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1240	7.123672785204607	7223.896	8.885288	1.8780595	1.8874087
SC25027_8_12	WT	PBANKA	wild type	1203	7.093404625868766	6771.08	8.820563	4.829068	1.971911
SC25027_8_130	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1123	7.024649030453636	6789.617	8.8232975	-0.39004943	3.0899203
SC25027_8_131	WT	PBANKA	wild type	650	6.478509642208569	3923.9048	8.275098	10.935854	-2.236721
SC25027_8_132	WT	PBANKA	wild type	806	6.693323668269949	5174.0483	8.551604	-1.2306899	9.885048
SC25027_8_133	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2080	7.640603826393634	11010.13	9.306662	0.28677067	1.4222468
SC25027_8_134	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1891	7.545389749611823	9912.455	9.201648	0.7757259	1.4635028
SC25027_8_135	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2507	7.827240901752812	12935.018	9.467771	-2.3307672	4.7957892
SC25027_8_136	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2275	7.730174795246222	11918.108	9.385899	-2.1398163	4.9419227
SC25027_8_137	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2111	7.655390644826152	10983.315	9.304224	-1.4488386	4.364314
SC25027_8_139	GCSKO-3	PBANKA	gd1  PBANKA_0828000	554	6.318968113746434	3664.9126	8.206833	6.881584	1.1492983
SC25027_8_140	GCSKO-3	PBANKA	gd1  PBANKA_0828000	691	6.539585955617669	4869.63	8.490978	-1.4001454	5.185547
SC25027_8_142	WT	PBANKA	wild type	516	6.248042874508429	3184.856	8.066476	10.768204	-3.2386382
SC25027_8_145	GCSKO-3	PBANKA	gd1  PBANKA_0828000	735	6.601230118728877	4598.457	8.433694	6.646086	1.0913565
SC25027_8_146	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1816	7.504942068396171	9670.482	9.176937	-2.6921847	4.390523
SC25027_8_147	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1067	6.97354301952014	5750.7847	8.657266	1.6235651	-9.150774
SC25027_8_148	GCSKO-3	PBANKA	gd1  PBANKA_0828000	459	6.131226489483141	2565.8506	7.850435	1.6453828	4.961634
SC25027_8_149	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1920	7.560601162768557	10167.016	9.227002	-2.3012438	5.092181
SC25027_8_14	GCSKO-3	PBANKA	gd1  PBANKA_0828000	711	6.568077911411976	3791.1746	8.240695	10.858931	-2.5359757
SC25027_8_150	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1543	7.342131730584722	8154.2344	9.006415	3.580692	1.3514863
SC25027_8_152	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1883	7.5411524551363085	10157.658	9.226082	-2.8120813	4.316598
SC25027_8_153	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1009	6.917705609835305	5930.71	8.688067	2.3307667	3.256128
SC25027_8_154	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1079	6.984716320118266	6204.1865	8.733141	7.2988048	2.5111263
SC25027_8_155	WT	PBANKA	wild type	645	6.470799503782602	3973.994	8.287779	3.425887	-7.965734
SC25027_8_156	WT	PBANKA	wild type	1109	7.01211529430638	6718.2446	8.812731	-1.5211513	11.454017
SC25027_8_157	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2530	7.836369760545124	12954.974	9.469313	-0.40699264	4.176469
SC25027_8_158	GCSKO-3	PBANKA	gd1  PBANKA_0828000	888	6.790097235513905	5078.1074	8.532891	1.6806196	-8.149492
SC25027_8_159	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1139	7.038783541388542	6552.6016	8.78777	1.323164	-9.317864
SC25027_8_15	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1977	7.589841512182657	10433.613	9.252884	-1.4878982	2.476061
SC25027_8_160	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1022	6.930494765951626	5762.8223	8.659356	2.9445655	2.8750768
SC25027_8_161	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1279	7.154615356913663	7288.207	8.89415	0.6638814	2.3802097
SC25027_8_162	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1560	7.353081920515432	7825.978	8.965332	3.298757	1.5834963
SC25027_8_163	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1171	7.066466970136958	6432.46	8.769268	3.412427	2.277378
SC25027_8_164	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1590	7.372118028337787	8611.094	9.060923	-2.25243	5.167289
SC25027_8_165	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2142	7.669961995473577	10862.785	9.29319	-2.7893524	4.260436
SC25027_8_166	WT	PBANKA	wild type	854	6.75110146893676	4536.566	8.420146	9.918553	0.3801041
SC25027_8_167	WT	PBANKA	wild type	932	6.838405200847344	5333.7363	8.581995	1.7937114	-9.00445
SC25027_8_168	WT	PBANKA	wild type	550	6.311734809152915	2339.7239	7.7582154	0.56272274	7.8086586
SC25027_8_169	GCSKO-3	PBANKA	gd1  PBANKA_0828000	809	6.697034247666484	5399.2	8.594192	-1.4605151	4.209391
SC25027_8_16	GCSKO-3	PBANKA	gd1  PBANKA_0828000	760	6.634633357861686	4079.6501	8.314012	7.59467	-7.5420485
SC25027_8_170	GCSKO-3	PBANKA	gd1  PBANKA_0828000	967	6.875232087276577	5275.091	8.570941	6.593696	1.8844011
SC25027_8_171	GCSKO-3	PBANKA	gd1  PBANKA_0828000	381	5.945420608606575	2246.4658	7.7175584	1.4629965	6.3128524
SC25027_8_172	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1336	7.198183577101943	6830.434	8.829289	3.4618206	1.9349215
SC25027_8_173	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1800	7.496097345175956	9473.192	9.156327	1.7995764	0.90215176
SC25027_8_174	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2267	7.7266536648476425	12050.501	9.396944	-1.6147748	4.458701
SC25027_8_175	WT	PBANKA	wild type	289	5.66988092298052	2109.5747	7.6547155	5.030341	7.3739953
SC25027_8_176	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2471	7.812782818577581	12540.631	9.436809	-0.3338764	4.110915
SC25027_8_177	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1864	7.5310163320779155	10079.976	9.218406	0.6258919	1.0488132
SC25027_8_17	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1073	6.97914527506881	5594.918	8.629792	6.3417587	1.9786611
SC25027_8_180	WT	PBANKA	wild type	1881	7.540090320145325	10179.363	9.228216	0.09882391	1.6857742
SC25027_8_183	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1068	6.974478911025045	6123.6797	8.720081	-1.3719958	5.045219
SC25027_8_184	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1824	7.509335266016592	9858.611	9.196202	-2.3008375	5.3252335
SC25027_8_185	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1832	7.513709247839705	10144.875	9.224822	-2.8554184	4.247985
SC25027_8_186	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1773	7.480992162869525	9627.93	9.172527	-0.2927413	3.867152
SC25027_8_187	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1123	7.024649030453636	6127.5747	8.720717	6.3611164	2.3037908
SC25027_8_188	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1749	7.4673710669175595	9092.703	9.115337	1.059646	1.517486
SC25027_8_18	GCSKO-3	PBANKA	gd1  PBANKA_0828000	653	6.483107351457199	3445.8813	8.145226	5.6970577	-6.8508334
SC25027_8_191	WT	PBANKA	wild type	722	6.583409222158765	4267.036	8.358909	5.5622816	-7.3509674
SC25027_8_192	WT	PBANKA	wild type	179	5.19295685089021	911.41406	6.816094	2.8571582	6.1253915
SC25027_8_194	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1499	7.313220387090301	8393.436	9.035324	0.4575652	1.8348829
SC25027_8_195	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1249	7.1308988302963465	6979.168	8.850828	1.550534	2.489521
SC25027_8_196	GCSKO-3	PBANKA	gd1  PBANKA_0828000	476	6.1675164908883415	2785.8843	7.9326797	9.810588	-1.9985213
SC25027_8_197	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1185	7.078341579557671	6328.661	8.753002	0.35740983	3.074542
SC25027_8_198	GCSKO-3	PBANKA	gd1  PBANKA_0828000	915	6.82001636467413	4757.6763	8.467725	3.478085	2.8649065
SC25027_8_199	WT	PBANKA	wild type	373	5.924255797414532	2207.0806	7.6998787	2.300435	5.3831387
SC25027_8_19	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1869	7.533693709848633	9496.689	9.158804	0.72542244	1.6208177
SC25027_8_200	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1209	7.098375638590786	6489.8545	8.77815	0.25282097	3.0182514
SC25027_8_201	GCSKO-3	PBANKA	gd1  PBANKA_0828000	542	6.297109319933935	3223.721	8.078602	10.278549	-3.2950811
SC25027_8_203	WT	PBANKA	wild type	1276	7.152268856032539	7112.3447	8.869728	8.442745	9.047961
SC25027_8_204	WT	PBANKA	wild type	827	6.71901315438526	5261.627	8.568386	-1.2032782	10.40935
SC25027_8_206	GCSKO-3	PBANKA	gd1  PBANKA_0828000	847	6.742880635791903	4680.6787	8.451412	3.490989	2.909586
SC25027_8_207	GCSKO-3	PBANKA	gd1  PBANKA_0828000	349	5.857933154483459	2104.045	7.652092	3.9100032	-4.8770885
SC25027_8_208	GCSKO-3	PBANKA	gd1  PBANKA_0828000	2028	7.615298339825815	10633.816	9.271889	-1.3591164	4.2817297
SC25027_8_209	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1194	7.085901464365611	6265.452	8.742966	-1.4732624	4.1278343
SC25027_8_20	GCSKO-3	PBANKA	gd1  PBANKA_0828000	711	6.568077911411976	3708.1782	8.218566	9.939373	-0.86974704
SC25027_8_210	GCSKO-3	PBANKA	gd1  PBANKA_0828000	769	6.646390514847729	3846.566	8.255196	7.0425935	1.0870177
SC25027_8_211	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1353	7.21081845347222	7280.7666	8.893128	-1.84107	5.2437606
SC25027_8_212	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1758	7.472500744737558	8382.125	9.033976	-0.15135433	3.9126885
SC25027_8_213	GCSKO-3	PBANKA	gd1  PBANKA_0828000	930	6.836259277277067	4827.292	8.482248	1.2080349	-7.906243
SC25027_8_214	WT	PBANKA	wild type	1729	7.455876687491824	9412.708	9.149922	0.85645574	0.8590175
SC25027_8_215	WT	PBANKA	wild type	572	6.35088571671474	3641.289	8.200368	-0.7404068	9.036889
SC25027_8_216	WT	PBANKA	wild type	649	6.476972362889683	3725.562	8.223242	8.82513	0.23526058
SC25027_8_217	GCSKO-3	PBANKA	gd1  PBANKA_0828000	225	5.420534999272286	1300.0159	7.170901	3.1847668	5.4744306
SC25027_8_218	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1393	7.2399325913204695	7922.943	8.977644	-1.8309896	5.4551015
SC25027_8_219	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1262	7.141245122350491	6191.0806	8.731027	3.9532025	2.509842
SC25027_8_21	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1809	7.501082124259871	9533.355	9.162657	-1.3602619	4.4039564
SC25027_8_220	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1783	7.486613313139955	9152.367	9.121877	-2.211607	4.6306953
SC25027_8_221	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1637	7.401231264413015	8137.149	9.004318	1.2093481	2.045031
SC25027_8_222	GCSKO-3	PBANKA	gd1  PBANKA_0828000	671	6.51025834052315	3551.0474	8.17528	9.832259	-1.1968151
SC25027_8_223	WT	PBANKA	wild type	249	5.521460917862246	1443.2178	7.275323	3.2231941	5.3654866
SC25027_8_224	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1590	7.372118028337787	7826.4326	8.96539	0.08384872	2.8950107
SC25027_8_225	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1534	7.336285660021297	7958.5195	8.982124	-1.7441698	5.248284
SC25027_8_226	GCSKO-3	PBANKA	gd1  PBANKA_0828000	652	6.481577129276431	3297.7134	8.101288	8.107113	-7.265993
SC25027_8_227	WT	PBANKA	wild type	903	6.806829360392176	4585.882	8.430956	1.5397162	-8.027456
SC25027_8_228	WT	PBANKA	wild type	1786	7.488293515159428	8875.223	9.091131	9.917977	10.579115
SC25027_8_22	WT	PBANKA	wild type	2090	7.645397699428633	10302.0	9.2401905	9.260244	10.42123
SC25027_8_230	GCSKO-3	PBANKA	gd1  PBANKA_0828000	806	6.693323668269949	4445.134	8.39979	7.14072	1.2780629
SC25027_8_231	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1123	7.024649030453636	5685.0186	8.645765	0.12137787	4.021316
SC25027_8_232	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1403	7.247080584585756	6889.6504	8.837921	1.5776988	2.3759694
SC25027_8_233	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1084	6.98933526597456	5085.3213	8.53431	2.4739804	3.2243495
SC25027_8_234	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1716	7.448333860897476	8342.588	9.029248	0.2897857	2.449675
SC25027_8_235	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1422	7.260522598089852	6982.754	8.851342	-0.034643132	3.8994515
SC25027_8_236	GCSKO-3	PBANKA	gd1  PBANKA_0828000	702	6.555356891810665	3384.8237	8.127353	10.307952	-4.151063
SC25027_8_237	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1172	7.067319848653476	4182.416	8.338883	1.4407706	5.4203935
SC25027_8_238	WT	PBANKA	wild type	1777	7.48324441607385	8271.619	9.020706	8.379565	9.537944
SC25027_8_239	WT	PBANKA	wild type	1719	7.450079569807499	8399.152	9.036005	8.493943	9.731296
SC25027_8_23	WT	PBANKA	wild type	1659	7.414572881350589	8605.152	9.060232	2.3640656	1.3035423
SC25027_8_240	WT	PBANKA	wild type	705	6.559615237493242	3803.2393	8.243872	9.584981	-0.17466798
SC25027_8_241	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1613	7.3864708488298945	8761.977	9.078291	-1.8313206	4.800899
SC25027_8_247	WT	PBANKA	wild type	599	6.396929655216146	2044.7554	7.6235223	1.7102178	5.0068674
SC25027_8_24	WT	PBANKA	wild type	1666	7.418780882750794	8572.543	9.056437	8.965119	8.894116
SC25027_8_250	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1424	7.261927092702751	7154.004	8.875567	-1.6519349	5.6020617
SC25027_8_251	WT	PBANKA	wild type	835	6.728628613084702	4451.3813	8.401195	-1.1903347	9.709855
SC25027_8_252	WT	PBANKA	wild type	1103	7.00669522683704	5529.535	8.61804	3.9019039	2.6224005
SC25027_8_253	GCSKO-3	PBANKA	gd1  PBANKA_0828000	932	6.838405200847344	5292.975	8.574325	0.2538659	3.5044372
SC25027_8_254	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1411	7.252762418053187	7690.9087	8.947925	-1.6385008	4.838547
SC25027_8_255	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1000	6.90875477931522	4063.356	8.310011	7.9506745	0.87825626
SC25027_8_256	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1847	7.521859252201629	9461.689	9.155112	-2.381532	4.6373124
SC25027_8_257	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1866	7.532088143541722	9120.013	9.118336	-1.8999009	4.835355
SC25027_8_258	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1270	7.147559271189454	6396.8433	8.763717	-0.050175954	3.1946735
SC25027_8_259	GCSKO-3	PBANKA	gd1  PBANKA_0828000	831	6.723832440821209	4243.3584	8.353346	1.345514	-7.924562
SC25027_8_25	GCSKO-3	PBANKA	gd1  PBANKA_0828000	212	5.3612921657094255	1542.6348	7.341895	3.5875375	-3.6331804
SC25027_8_260	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1465	7.290292882446597	7370.633	8.905395	-1.717989	5.163877
SC25027_8_261	GCSKO-3	PBANKA	gd1  PBANKA_0828000	698	6.54965074223381	3497.3848	8.160057	5.543668	-6.990422
SC25027_8_262	WT	PBANKA	wild type	1281	7.156176637480615	6440.466	8.770512	-0.32675055	3.128584
SC25027_8_263	WT	PBANKA	wild type	1717	7.4489161025442	7952.783	8.981403	8.342547	9.608277
SC25027_8_264	WT	PBANKA	wild type	1211	7.10002716662926	6468.9844	8.774929	-1.4755884	10.423443
SC25027_8_265	GCSKO-3	PBANKA	gd1  PBANKA_0828000	1488	7.305860032684009	7760.7363	8.956962	1.0106587	2.1888468
